VM3A.A10.RM1245.Zone Air Temp
VM3A.A10.RM1300G:UOC HTG STPT
VM3A.A10.RM1300H_1.Zone Air Temp
VM3A.A10.RM1300H_1.Zone Air Temp Setpoint
VM3A.A10.RM1300H_1:AIR VOL
VM3A.A10.RM1300H_1:AIR VOL SP
VM3A.A10.RM1300H_1:COOL DEMAND
VM3A.A10.RM1300H_1:HEAT DEMAND
VM3A.A10.RM1300H_1:JAM ALARM
VM3A.A10.RM1300H_1:OCC CLG STPT
VM3A.A10.RM1300H_1:OCC CMD
VM3A.A10.RM1300H_1:OCC HTG STPT
VM3A.A10.RM1300H_1:SUP TEMP
VM3A.A10.RM1300H_1:UOC CLG STPT
VM3A.A10.RM1300H_1:UOC HTG STPT
VM3A.A10.RM1300H_2.Zone Air Temp
VM3A.A10.RM1300H_2.Zone Air Temp Setpoint
VM3A.A10.RM1300H_2:AIR VOL
VM3A.A10.RM1300H_2:AIR VOL SP
VM3A.A10.RM1300H_2:COOL DEMAND
VM3A.A10.RM1300H_2:HEAT DEMAND
VM3A.A10.RM1300H_2:JAM ALARM
VM3A.A10.RM1300H_2:OCC CLG STPT
VM3A.A10.RM1300H_2:OCC CMD
VM3A.A10.RM1300H_2:OCC HTG STPT
VM3A.A10.RM1300H_2:SUP TEMP
VM3A.A10.RM1300H_2:UOC CLG STPT
VM3A.A10.RM1300H_2:UOC HTG STPT
VM3A.A10.RM1300M.Zone Air Temp
VM3A.A10.RM1300M.Zone Air Temp Setpoint
VM3A.A10.RM1300M:AIR VOL
VM3A.A10.RM1300M:AIR VOL SP
VM3A.A10.RM1300M:COOL DEMAND
VM3A.A10.RM1300M:HEAT DEMAND
VM3A.A10.RM1300M:JAM ALARM
VM3A.A10.RM1300M:OCC CLG STPT
VM3A.A10.RM1300M:OCC CMD
VM3A.A10.RM1300M:OCC HTG STPT
VM3A.A10.RM1300M:SUP TEMP
VM3A.A10.RM1300M:UOC CLG STPT
VM3A.A10.RM1300M:UOC HTG STPT
VM3A.A10.RM1301H.Zone Air Temp
VM3A.A10.RM1305.Zone Air Temp
VM3A.A10.RM1305.Zone Air Temp Setpoint
VM3A.A10.RM1305:COOL DEMAND
VM3A.A10.RM1305:HEAT DEMAND
VM3A.A10.RM1305:JAM ALARM
VM3A.A10.RM1305:OCC CLG STPT
VM3A.A10.RM1305:OCC CMD
VM3A.A10.RM1305:OCC HTG STPT
VM3A.A10.RM1305:OCC MODE
VM3A.A10.RM1305:OFFSET
VM3A.A10.RM1305:OFFSET SP
VM3A.A10.RM1305:SUP TEMP
VM3A.A10.RM1305:TOT EXH
VM3A.A10.RM1305:TOT SUP
VM3A.A10.RM1305:UOC CLG STPT
VM3A.A10.RM1305:UOC HTG STPT
VM3A.A10.RM1305:UOC MIN VENT
VM3A.A10.RM1305B.Zone Air Temp
VM3A.A10.RM1305B.Zone Air Temp Setpoint
VM3A.A10.RM1305B:AIR VOL
VM3A.A10.RM1305B:AIR VOL SP
VM3A.A10.RM1305B:COOL DEMAND
VM3A.A10.RM1305B:HEAT DEMAND
VM3A.A10.RM1305B:JAM ALARM
VM3A.A10.RM1305B:OCC CLG STPT
VM3A.A10.RM1305B:OCC CMD
VM3A.A10.RM1305B:OCC HTG STPT
VM3A.A10.RM1305B:SUP TEMP
VM3A.A10.RM1305B:UOC CLG STPT
VM3A.A10.RM1305B:UOC HTG STPT
VM3A.A10.RM1305Z.Zone Air Temp
VM3A.A10.RM1305Z.Zone Air Temp Setpoint
VM3A.A10.RM1305Z:AIR VOL
VM3A.A10.RM1305Z:AIR VOL SP
VM3A.A10.RM1305Z:COOL DEMAND
VM3A.A10.RM1305Z:HEAT DEMAND
VM3A.A10.RM1305Z:JAM ALARM
VM3A.A10.RM1305Z:OCC CLG STPT
VM3A.A10.RM1305Z:OCC CMD
VM3A.A10.RM1305Z:OCC HTG STPT
VM3A.A10.RM1305Z:SUP TEMP
VM3A.A10.RM1305Z:UOC CLG STPT
VM3A.A10.RM1305Z:UOC HTG STPT
VM3A.A10.RM1311.Zone Air Temp
VM3A.A10.RM1311.Zone Air Temp Setpoint
VM3A.A10.RM1311:AIR VOL
VM3A.A10.RM1311:AIR VOL SP
VM3A.A10.RM1311:COOL DEMAND
VM3A.A10.RM1311:HEAT DEMAND
VM3A.A10.RM1311:JAM ALARM
VM3A.A10.RM1311:OCC CLG STPT
VM3A.A10.RM1311:OCC CMD
VM3A.A10.RM1311:OCC HTG STPT
VM3A.A10.RM1311:OCC MODE
VM3A.A10.RM1311:SUP TEMP
VM3A.A10.RM1311:UOC CLG STPT
VM3A.A10.RM1311:UOC HTG STPT
VM3A.A10.RM1317A.Zone Air Temp
VM3A.A10.RM1317A.Zone Air Temp Setpoint
VM3A.A10.RM1317A:COOL DEMAND
VM3A.A10.RM1317A:HEAT DEMAND
VM3A.A10.RM1317A:JAM ALARM
VM3A.A10.RM1317A:OCC CLG STPT
VM3A.A10.RM1317A:OCC CMD
VM3A.A10.RM1317A:OCC HTG STPT
VM3A.A10.RM1317A:OCC MODE
VM3A.A10.RM1317A:OFFSET
VM3A.A10.RM1317A:OFFSET SP
VM3A.A10.RM1317A:SUP TEMP
VM3A.A10.RM1317A:TOT EXH
VM3A.A10.RM1317A:TOT SUP
VM3A.A10.RM1317A:UOC CLG STPT
VM3A.A10.RM1317A:UOC HTG STPT
VM3A.A10.RM1317A:UOC MIN VENT
VM3A.A10.RM1317_1A.Zone Air Temp
VM3A.A10.RM1317_1A.Zone Air Temp Setpoint
VM3A.A10.RM1317_1A:COOL DEMAND
VM3A.A10.RM1317_1A:HEAT DEMAND
VM3A.A10.RM1317_1A:JAM ALARM
VM3A.A10.RM1317_1A:OCC CLG STPT
VM3A.A10.RM1317_1A:OCC HTG STPT
VM3A.A10.RM1317_1A:SUP TEMP
VM3A.A10.RM1317_1A:UOC CLG STPT
VM3A.A10.RM1317_1A:UOC HTG STPT
VM3A.A10.RM1317_1B.Zone Air Temp
VM3A.A10.RM1317_1B.Zone Air Temp Setpoint
VM3A.A10.RM1317_1B:COOL DEMAND
VM3A.A10.RM1317_1B:HEAT DEMAND
VM3A.A10.RM1317_1B:JAM ALARM
VM3A.A10.RM1317_1B:OCC CLG STPT
VM3A.A10.RM1317_1B:OCC HTG STPT
VM3A.A10.RM1317_1B:SUP TEMP
VM3A.A10.RM1317_1B:UOC CLG STPT
VM3A.A10.RM1317_1B:UOC HTG STPT
VM3A.A10.RM1317_2A.Zone Air Temp
VM3A.A10.RM1317_2A.Zone Air Temp Setpoint
VM3A.A10.RM1317_2A:COOL DEMAND
VM3A.A10.RM1317_2A:HEAT DEMAND
VM3A.A10.RM1317_2A:JAM ALARM
VM3A.A10.RM1317_2A:OCC CLG STPT
VM3A.A10.RM1317_2A:OCC HTG STPT
VM3A.A10.RM1317_2A:SUP TEMP
VM3A.A10.RM1317_2A:UOC CLG STPT
VM3A.A10.RM1317_2A:UOC HTG STPT
VM3A.A10.RM1317_2B:JAM ALARM
VM3A.A10.RM1317_2B:OCC CMD
VM3A.A10.RM1317_2B:OCC MODE
VM3A.A10.RM1317_2B:OFFSET
VM3A.A10.RM1317_2B:OFFSET SP
VM3A.A10.RM1317_2B:TOT EXH
VM3A.A10.RM1317_2B:TOT SUP
VM3A.A10.RM1317_2B:UOC MIN VENT
VM3A.A10.RM1346.DB MODE
VM3A.A10.RM1346.TEMPDIFF
VM3A.A10.RM1346.TEMPOVR
VM3A.A10.RM1346.Zone Air Temp
VM3A.A10.RM1346.Zone Air Temp Setpoint
VM3A.A10.RM1346:AIR VOL
VM3A.A10.RM1346:AIR VOL SP
VM3A.A10.RM1346:COOL DEMAND
VM3A.A10.RM1346:HEAT DEMAND
VM3A.A10.RM1346:JAM ALARM
VM3A.A10.RM1346:OCC CLG STPT
VM3A.A10.RM1346:OCC CMD
VM3A.A10.RM1346:OCC HTG STPT
VM3A.A10.RM1346:SUP TEMP
VM3A.A10.RM1346:UOC CLG STPT
VM3A.A10.RM1346:UOC HTG STPT
VM3A.A10.RM1350A.Zone Air Temp
VM3A.A10.RM1350A.Zone Air Temp Setpoint
VM3A.A10.RM1350A:AIR VOL
VM3A.A10.RM1350A:AIR VOL SP
VM3A.A10.RM1350A:COOL DEMAND
VM3A.A10.RM1350A:HEAT DEMAND
VM3A.A10.RM1350A:JAM ALARM
VM3A.A10.RM1350A:OCC CLG STPT
VM3A.A10.RM1350A:OCC CMD
VM3A.A10.RM1350A:OCC HTG STPT
VM3A.A10.RM1350A:SUP TEMP
VM3A.A10.RM1350A:UOC CLG STPT
VM3A.A10.RM1350A:UOC HTG STPT
VM3A.A10.RM1350B.Zone Air Temp
VM3A.A10.RM1350B.Zone Air Temp Setpoint
VM3A.A10.RM1350B:AIR VOL
VM3A.A10.RM1350B:AIR VOL SP
VM3A.A10.RM1350B:COOL DEMAND
VM3A.A10.RM1350B:HEAT DEMAND
VM3A.A10.RM1350B:JAM ALARM
VM3A.A10.RM1350B:OCC CLG STPT
VM3A.A10.RM1350B:OCC CMD
VM3A.A10.RM1350B:OCC HTG STPT
VM3A.A10.RM1350B:SUP TEMP
VM3A.A10.RM1350B:UOC CLG STPT
VM3A.A10.RM1350B:UOC HTG STPT
VM3A.A10.RM1350C.Zone Air Temp
VM3A.A10.RM1350C.Zone Air Temp Setpoint
VM3A.A10.RM1350C:AIR VOL
VM3A.A10.RM1350C:AIR VOL SP
VM3A.A10.RM1350C:COOL DEMAND
VM3A.A10.RM1350C:HEAT DEMAND
VM3A.A10.RM1350C:JAM ALARM
VM3A.A10.RM1350C:OCC CLG STPT
VM3A.A10.RM1350C:OCC CMD
VM3A.A10.RM1350C:OCC HTG STPT
VM3A.A10.RM1350C:SUP TEMP
VM3A.A10.RM1350C:UOC CLG STPT
VM3A.A10.RM1350C:UOC HTG STPT
VM3A.A10.RM1350D.Zone Air Temp
VM3A.A10.RM1350D.Zone Air Temp Setpoint
VM3A.A10.RM1350D:AIR VOL
VM3A.A10.RM1350D:AIR VOL SP
VM3A.A10.RM1350D:COOL DEMAND
VM3A.A10.RM1350D:HEAT DEMAND
VM3A.A10.RM1350D:JAM ALARM
VM3A.A10.RM1350D:OCC CLG STPT
VM3A.A10.RM1350D:OCC CMD
VM3A.A10.RM1350D:OCC HTG STPT
VM3A.A10.RM1350D:SUP TEMP
VM3A.A10.RM1350D:UOC CLG STPT
VM3A.A10.RM1350D:UOC HTG STPT
VM3A.A10.RM1350E.Zone Air Temp
VM3A.A10.RM1350E.Zone Air Temp Setpoint
VM3A.A10.RM1350E:AIR VOL
VM3A.A10.RM1350E:AIR VOL SP
VM3A.A10.RM1350E:COOL DEMAND
VM3A.A10.RM1350E:HEAT DEMAND
VM3A.A10.RM1350E:JAM ALARM
VM3A.A10.RM1350E:OCC CLG STPT
VM3A.A10.RM1350E:OCC CMD
VM3A.A10.RM1350E:OCC HTG STPT
VM3A.A10.RM1350E:SUP TEMP
VM3A.A10.RM1350E:UOC CLG STPT
VM3A.A10.RM1350E:UOC HTG STPT
VM3A.A10.RM1350G.Zone Air Temp
VM3A.A10.RM1350G.Zone Air Temp Setpoint
VM3A.A10.RM1350G:AIR VOL
VM3A.A10.RM1350G:AIR VOL SP
VM3A.A10.RM1350G:COOL DEMAND
VM3A.A10.RM1350G:HEAT DEMAND
VM3A.A10.RM1350G:JAM ALARM
VM3A.A10.RM1350G:OCC CLG STPT
VM3A.A10.RM1350G:OCC CMD
VM3A.A10.RM1350G:OCC HTG STPT
VM3A.A10.RM1350G:SUP TEMP
VM3A.A10.RM1350G:UOC CLG STPT
VM3A.A10.RM1350G:UOC HTG STPT
VM3A.A10.RM1350H.Zone Air Temp
VM3A.A10.RM1350H.Zone Air Temp Setpoint
VM3A.A10.RM1350H:AIR VOL
VM3A.A10.RM1350H:AIR VOL SP
VM3A.A10.RM1350H:COOL DEMAND
VM3A.A10.RM1350H:HEAT DEMAND
VM3A.A10.RM1350H:JAM ALARM
VM3A.A10.RM1350H:OCC CLG STPT
VM3A.A10.RM1350H:OCC CMD
VM3A.A10.RM1350H:OCC HTG STPT
VM3A.A10.RM1350H:SUP TEMP
VM3A.A10.RM1350H:UOC CLG STPT
VM3A.A10.RM1350H:UOC HTG STPT
VM3A.A10.RM1350R.Zone Air Temp
VM3A.A10.RM1350R.Zone Air Temp Setpoint
VM3A.A10.RM1350R:AIR VOL
VM3A.A10.RM1350R:AIR VOL SP
VM3A.A10.RM1350R:COOL DEMAND
VM3A.A10.RM1350R:HEAT DEMAND
VM3A.A10.RM1350R:JAM ALARM
VM3A.A10.RM1350R:OCC CLG STPT
VM3A.A10.RM1350R:OCC CMD
VM3A.A10.RM1350R:OCC HTG STPT
VM3A.A10.RM1350R:SUP TEMP
VM3A.A10.RM1350R:UOC CLG STPT
VM3A.A10.RM1350R:UOC HTG STPT
VM3A.A10.RM1350W.Zone Air Temp
VM3A.A10.RM1350W.Zone Air Temp Setpoint
VM3A.A10.RM1350W:AIR VOL
VM3A.A10.RM1350W:AIR VOL SP
VM3A.A10.RM1350W:COOL DEMAND
VM3A.A10.RM1350W:HEAT DEMAND
VM3A.A10.RM1350W:JAM ALARM
VM3A.A10.RM1350W:OCC CLG STPT
VM3A.A10.RM1350W:OCC CMD
VM3A.A10.RM1350W:OCC HTG STPT
VM3A.A10.RM1350W:SUP TEMP
VM3A.A10.RM1350W:UOC CLG STPT
VM3A.A10.RM1350W:UOC HTG STPT
VM3A.A10.RM1350X_1.Zone Air Temp
VM3A.A10.RM1350X_1.Zone Air Temp Setpoint
VM3A.A10.RM1350X_1:COOL DEMAND
VM3A.A10.RM1350X_1:HEAT DEMAND
VM3A.A10.RM1350X_1:JAM ALARM
VM3A.A10.RM1350X_1:OCC CLG STPT
VM3A.A10.RM1350X_1:OCC HTG STPT
VM3A.A10.RM1350X_1:SUP TEMP
VM3A.A10.RM1350X_1:UOC CLG STPT
VM3A.A10.RM1350X_1:UOC HTG STPT
VM3A.A10.RM1350X_2.Zone Air Temp
VM3A.A10.RM1350X_2.Zone Air Temp Setpoint
VM3A.A10.RM1350X_2:COOL DEMAND
VM3A.A10.RM1350X_2:HEAT DEMAND
VM3A.A10.RM1350X_2:JAM ALARM
VM3A.A10.RM1350X_2:OCC CLG STPT
VM3A.A10.RM1350X_2:OCC HTG STPT
VM3A.A10.RM1350X_2:SUP TEMP
VM3A.A10.RM1350X_2:UOC CLG STPT
VM3A.A10.RM1350X_2:UOC HTG STPT
VM3A.A10.RM1350X_3.Zone Air Temp
VM3A.A10.RM1350X_3.Zone Air Temp Setpoint
VM3A.A10.RM1350X_3:COOL DEMAND
VM3A.A10.RM1350X_3:HEAT DEMAND
VM3A.A10.RM1350X_3:JAM ALARM
VM3A.A10.RM1350X_3:OCC CLG STPT
VM3A.A10.RM1350X_3:OCC HTG STPT
VM3A.A10.RM1350X_3:SUP TEMP
VM3A.A10.RM1350X_3:UOC CLG STPT
VM3A.A10.RM1350X_3:UOC HTG STPT
VM3A.A10.RM1350X_4.Zone Air Temp
VM3A.A10.RM1350X_4.Zone Air Temp Setpoint
VM3A.A10.RM1350X_4:COOL DEMAND
VM3A.A10.RM1350X_4:HEAT DEMAND
VM3A.A10.RM1350X_4:JAM ALARM
VM3A.A10.RM1350X_4:OCC CLG STPT
VM3A.A10.RM1350X_4:OCC HTG STPT
VM3A.A10.RM1350X_4:SUP TEMP
VM3A.A10.RM1350X_4:UOC CLG STPT
VM3A.A10.RM1350X_4:UOC HTG STPT
VM3A.A10.RM1350Y.Zone Air Temp
VM3A.A10.RM1350Y.Zone Air Temp Setpoint
VM3A.A10.RM1350Y:AIR VOL
VM3A.A10.RM1350Y:AIR VOL SP
VM3A.A10.RM1350Y:COOL DEMAND
VM3A.A10.RM1350Y:HEAT DEMAND
VM3A.A10.RM1350Y:JAM ALARM
VM3A.A10.RM1350Y:OCC CLG STPT
VM3A.A10.RM1350Y:OCC CMD
VM3A.A10.RM1350Y:OCC HTG STPT
VM3A.A10.RM1350Y:SUP TEMP
VM3A.A10.RM1350Y:UOC CLG STPT
VM3A.A10.RM1350Y:UOC HTG STPT
VM3A.A10.RM1350_1.Zone Air Temp
VM3A.A10.RM1350_1.Zone Air Temp Setpoint
VM3A.A10.RM1350_1:AIR VOL
VM3A.A10.RM1350_1:AIR VOL SP
VM3A.A10.RM1350_1:COOL DEMAND
VM3A.A10.RM1350_1:HEAT DEMAND
VM3A.A10.RM1350_1:JAM ALARM
VM3A.A10.RM1350_1:OCC CLG STPT
VM3A.A10.RM1350_1:OCC CMD
VM3A.A10.RM1350_1:OCC HTG STPT
VM3A.A10.RM1350_1:SUP TEMP
VM3A.A10.RM1350_1:UOC CLG STPT
VM3A.A10.RM1350_1:UOC HTG STPT
VM3A.A10.RM1350_2.Zone Air Temp
VM3A.A10.RM1350_2.Zone Air Temp Setpoint
VM3A.A10.RM1350_2:AIR VOL
VM3A.A10.RM1350_2:AIR VOL SP
VM3A.A10.RM1350_2:COOL DEMAND
VM3A.A10.RM1350_2:HEAT DEMAND
VM3A.A10.RM1350_2:JAM ALARM
VM3A.A10.RM1350_2:OCC CLG STPT
VM3A.A10.RM1350_2:OCC CMD
VM3A.A10.RM1350_2:OCC HTG STPT
VM3A.A10.RM1350_2:SUP TEMP
VM3A.A10.RM1350_2:UOC CLG STPT
VM3A.A10.RM1350_2:UOC HTG STPT
VM3A.A10.RM1354A.Zone Air Temp
VM3A.A10.RM1354A.Zone Air Temp Setpoint
VM3A.A10.RM1354A:AIR VOL
VM3A.A10.RM1354A:AIR VOL SP
VM3A.A10.RM1354A:COOL DEMAND
VM3A.A10.RM1354A:HEAT DEMAND
VM3A.A10.RM1354A:JAM ALARM
VM3A.A10.RM1354A:OCC CLG STPT
VM3A.A10.RM1354A:OCC CMD
VM3A.A10.RM1354A:OCC HTG STPT
VM3A.A10.RM1354A:SUP TEMP
VM3A.A10.RM1354A:UOC CLG STPT
VM3A.A10.RM1354A:UOC HTG STPT
VM3A.A10.RM1361.Zone Air Temp
VM3A.A10.RM1361.Zone Air Temp Setpoint
VM3A.A10.RM1361:AIR VOL
VM3A.A10.RM1361:AIR VOL SP
VM3A.A10.RM1361:COOL DEMAND
VM3A.A10.RM1361:HEAT DEMAND
VM3A.A10.RM1361:JAM ALARM
VM3A.A10.RM1361:OCC CLG STPT
VM3A.A10.RM1361:OCC CMD
VM3A.A10.RM1361:OCC HTG STPT
VM3A.A10.RM1361:SUP TEMP
VM3A.A10.RM1361:UOC CLG STPT
VM3A.A10.RM1361:UOC HTG STPT
VM3A.A10.RM1364.Zone Air Temp
VM3A.A10.RM1364.Zone Air Temp Setpoint
VM3A.A10.RM1364:AIR VOL
VM3A.A10.RM1364:AIR VOL SP
VM3A.A10.RM1364:COOL DEMAND
VM3A.A10.RM1364:HEAT DEMAND
VM3A.A10.RM1364:JAM ALARM
VM3A.A10.RM1364:OCC CLG STPT
VM3A.A10.RM1364:OCC CMD
VM3A.A10.RM1364:OCC HTG STPT
VM3A.A10.RM1364:SUP TEMP
VM3A.A10.RM1364:UOC CLG STPT
VM3A.A10.RM1364:UOC HTG STPT
VM3A.A10.RM1368.Zone Air Temp
VM3A.A10.RM1368.Zone Air Temp Setpoint
VM3A.A10.RM1368:AIR VOL
VM3A.A10.RM1368:AIR VOL SP
VM3A.A10.RM1368:COOL DEMAND
VM3A.A10.RM1368:HEAT DEMAND
VM3A.A10.RM1368:JAM ALARM
VM3A.A10.RM1368:OCC CLG STPT
VM3A.A10.RM1368:OCC CMD
VM3A.A10.RM1368:OCC HTG STPT
VM3A.A10.RM1368:SUP TEMP
VM3A.A10.RM1368:UOC CLG STPT
VM3A.A10.RM1368:UOC HTG STPT
VM3A.A10.RM1370.Zone Air Temp
VM3A.A10.RM1370.Zone Air Temp Setpoint
VM3A.A10.RM1370:AIR VOL
VM3A.A10.RM1370:AIR VOL SP
VM3A.A10.RM1370:COOL DEMAND
VM3A.A10.RM1370:HEAT DEMAND
VM3A.A10.RM1370:JAM ALARM
VM3A.A10.RM1370:OCC CLG STPT
VM3A.A10.RM1370:OCC CMD
VM3A.A10.RM1370:OCC HTG STPT
VM3A.A10.RM1370:SUP TEMP
VM3A.A10.RM1370:UOC CLG STPT
VM3A.A10.RM1370:UOC HTG STPT
VM3A.A10.RM1372.Zone Air Temp
VM3A.A10.RM1372.Zone Air Temp Setpoint
VM3A.A10.RM1372:AIR VOL
VM3A.A10.RM1372:AIR VOL SP
VM3A.A10.RM1372:COOL DEMAND
VM3A.A10.RM1372:HEAT DEMAND
VM3A.A10.RM1372:JAM ALARM
VM3A.A10.RM1372:OCC CLG STPT
VM3A.A10.RM1372:OCC CMD
VM3A.A10.RM1372:OCC HTG STPT
VM3A.A10.RM1372:SUP TEMP
VM3A.A10.RM1372:UOC CLG STPT
VM3A.A10.RM1372:UOC HTG STPT
VM3A.A10.RM1379.Zone Air Temp
VM3A.A10.RM1379.Zone Air Temp Setpoint
VM3A.A10.RM1379:AIR VOL
VM3A.A10.RM1379:AIR VOL SP
VM3A.A10.RM1379:COOL DEMAND
VM3A.A10.RM1379:HEAT DEMAND
VM3A.A10.RM1379:JAM ALARM
VM3A.A10.RM1379:OCC CLG STPT
VM3A.A10.RM1379:OCC CMD
VM3A.A10.RM1379:OCC HTG STPT
VM3A.A10.RM1379:SUP TEMP
VM3A.A10.RM1379:UOC CLG STPT
VM3A.A10.RM1379:UOC HTG STPT
VM3A.A10.RM1381.Zone Air Temp
VM3A.A10.RM1381.Zone Air Temp Setpoint
VM3A.A10.RM1381:AIR VOL
VM3A.A10.RM1381:AIR VOL SP
VM3A.A10.RM1381:COOL DEMAND
VM3A.A10.RM1381:HEAT DEMAND
VM3A.A10.RM1381:JAM ALARM
VM3A.A10.RM1381:OCC CLG STPT
VM3A.A10.RM1381:OCC CMD
VM3A.A10.RM1381:OCC HTG STPT
VM3A.A10.RM1381:SUP TEMP
VM3A.A10.RM1381:UOC CLG STPT
VM3A.A10.RM1381:UOC HTG STPT
VM3A.A10.RM1389.Zone Air Temp
VM3A.A10.RM1389.Zone Air Temp Setpoint
VM3A.A10.RM1389:AIR VOL
VM3A.A10.RM1389:AIR VOL SP
VM3A.A10.RM1389:COOL DEMAND
VM3A.A10.RM1389:HEAT DEMAND
VM3A.A10.RM1389:JAM ALARM
VM3A.A10.RM1389:OCC CLG STPT
VM3A.A10.RM1389:OCC CMD
VM3A.A10.RM1389:OCC HTG STPT
VM3A.A10.RM1389:SUP TEMP
VM3A.A10.RM1389:UOC CLG STPT
VM3A.A10.RM1389:UOC HTG STPT
VM3A.A10.RM1550.Zone Air Temp
VM3A.A10.RM1550.Zone Air Temp Setpoint
VM3A.A10.RM1550:AIR VOL
VM3A.A10.RM1550:AIR VOL SP
VM3A.A10.RM1550:COOL DEMAND
VM3A.A10.RM1550:HEAT DEMAND
VM3A.A10.RM1550:JAM ALARM
VM3A.A10.RM1550:OCC CLG STPT
VM3A.A10.RM1550:OCC CMD
VM3A.A10.RM1550:OCC HTG STPT
VM3A.A10.RM1550:SUP TEMP
VM3A.A10.RM1550:UOC CLG STPT
VM3A.A10.RM1550:UOC HTG STPT
VM3A.A10.RM2300.Zone Air Temp
VM3A.A10.RM2300.Zone Air Temp Setpoint
VM3A.A10.RM2300:AIR VOL
VM3A.A10.RM2300:AIR VOL SP
VM3A.A10.RM2300:COOL DEMAND
VM3A.A10.RM2300:HEAT DEMAND
VM3A.A10.RM2300:JAM ALARM
VM3A.A10.RM2300:OCC CLG STPT
VM3A.A10.RM2300:OCC CMD
VM3A.A10.RM2300:OCC HTG STPT
VM3A.A10.RM2300:SUP TEMP
VM3A.A10.RM2300:UOC CLG STPT
VM3A.A10.RM2300:UOC HTG STPT
VM3A.A10.RM2300B.Zone Air Temp
VM3A.A10.RM2300B.Zone Air Temp Setpoint
VM3A.A10.RM2300B:AIR VOL
VM3A.A10.RM2300B:AIR VOL SP
VM3A.A10.RM2300B:COOL DEMAND
VM3A.A10.RM2300B:HEAT DEMAND
VM3A.A10.RM2300B:JAM ALARM
VM3A.A10.RM2300B:OCC CLG STPT
VM3A.A10.RM2300B:OCC CMD
VM3A.A10.RM2300B:OCC HTG STPT
VM3A.A10.RM2300B:SUP TEMP
VM3A.A10.RM2300B:UOC CLG STPT
VM3A.A10.RM2300B:UOC HTG STPT
VM3A.A10.RM2300G.Zone Air Temp
VM3A.A10.RM2300G.Zone Air Temp Setpoint
VM3A.A10.RM2300G:AIR VOL
VM3A.A10.RM2300G:AIR VOL SP
VM3A.A10.RM2300G:COOL DEMAND
VM3A.A10.RM2300G:HEAT DEMAND
VM3A.A10.RM2300G:JAM ALARM
VM3A.A10.RM2300G:OCC CLG STPT
VM3A.A10.RM2300G:OCC CMD
VM3A.A10.RM2300G:OCC HTG STPT
VM3A.A10.RM2300G:SUP TEMP
VM3A.A10.RM2300G:UOC CLG STPT
VM3A.A10.RM2300G:UOC HTG STPT
VM3A.A10.RM2328.DB MODE
VM3A.A10.RM2328.TEMPDIFF
VM3A.A10.RM2328.TEMPOVR
VM3A.A10.RM2328A.DB MODE
VM3A.A10.RM2328A.TEMPDIFF
VM3A.A10.RM2328A.TEMPOVR
VM3A.A10.RM2328A.Zone Air Temp
VM3A.A10.RM2328A.Zone Air Temp Setpoint
VM3A.A10.RM2328A:AIR VOL
VM3A.A10.RM2328A:AIR VOL SP
VM3A.A10.RM2328A:COOL DEMAND
