THUR.AC01.RMT
THUR.CHILLER.PCHWR
THUR.CHILLER.PCHWS
THUR.CHILLER.RESET
THUR.CHW.Bridge Level Bypass Flow
THUR.CHW.BTU PER HR
THUR.CHW.Building Chilled Water Flow
THUR.CHW.Building Chilled Water Return Temp
THUR.CHW.Building Chilled Water Supply Setpoint
THUR.CHW.Building Chilled Water Supply Temp
THUR.CHW.ECONOMIZER
THUR.CHW.Enable
THUR.CHW.Enable.LOCAL
THUR.CHW.End of Line Diff Pressure
THUR.CHW.End of Line Diff Pressure Setpoint
THUR.CHW.Loop Chilled Water Return Temp
THUR.CHW.Loop Chilled Water Supply Temp
THUR.CHW.LOOP FLOW
THUR.CHW.Outside Air Temp
THUR.CHW.P1A.Run Status
THUR.CHW.P1A.Start Stop
THUR.CHW.P1B.Run Status
THUR.CHW.P1B.Start Stop
THUR.CHW.PUMP1A.LOCALREMOTE
THUR.CHW.PUMP1A.Speed
THUR.CHW.PUMP1A.Start Stop
THUR.CHW.PUMP1A.STATUS
THUR.CHW.PUMP1B.LOCALREMOTE
THUR.CHW.PUMP1B.Speed
THUR.CHW.PUMP1B.Start Stop
THUR.CHW.PUMP1B.STATUS
THUR.CHW.PUMP2A:FREQ OUTPUT
THUR.CHW.PUMP2A:PCT OUTPUT
THUR.CHW.PUMP2A:POWER
THUR.CHW.PUMP2A:SPEED
THUR.CHW.PUMP2B:FREQ OUTPUT
THUR.CHW.PUMP2B:PCT OUTPUT
THUR.CHW.PUMP2B:POWER
THUR.CHW.PUMP2B:SPEED
THUR.CHW.WCHW.PUMP.Speed
THUR.CHW.WCHW.PUMP.Start Stop
THUR.CHW.WEST CHW.PUMP:FREQ OUTPUT
THUR.CHW.WEST CHW.PUMP:PCT OUTPUT
THUR.CHW.WEST CHW.PUMP:POWER
THUR.CHW.WEST CHW.PUMP:SPEED
THUR.CT.CT-1FAN.Start Stop
THUR.CT.CT-1PUMP.Start Stop
THUR.CT.CT1FAN.Start Stop
THUR.CT.CT1PUMP.Start Stop
THUR.DPM.ALARM
THUR.EF-A.STATUS
THUR.EF-B.STATUS
THUR.EF-C.STATUS
THUR.EF.EF20.STATUS
THUR.EF.EF25.STATUS
THUR.EF.EF26.STATUS
THUR.EF.EF27.STATUS
THUR.EF.EF28.STATUS
THUR.EF.EF32.ALARM
THUR.EF.EF32.Speed
THUR.EF.EF32.Start Stop
THUR.EF.EF32.STATUS
THUR.EF.EF33.ALARM
THUR.EF.EF33.Speed
THUR.EF.EF33.Start Stop
THUR.EF.EF33.STATUS
THUR.EF.EF34.STATUS
THUR.EF.SYSTEM
THUR.EF32_33.EFVFDSIG
THUR.EF32_33.HEPAFILTER
THUR.EF32_33.NEGPRES
THUR.EF32_33.NEGPRESSAVG
THUR.EF32_33.NEGPRESSETPOINT
THUR.EF32_33.PLENPRESS
THUR.EF32_33.PREFILTER
THUR.EF32_33.PRESSETPT
THUR.EFDER
THUR.EFDPALARM
THUR.EFLEAD
THUR.HHW.Building Hot Water Flow
THUR.HHW.Building Hot Water Return Temp
THUR.HHW.Building Hot Water Supply Temp
THUR.HHW.Enable
THUR.HHW.Enable.LOCAL
THUR.HHW.HHWR
THUR.HHW.HHWS
THUR.HHW.Outside Air Temp
THUR.HHW.P2A.Start Stop
THUR.HHW.P2B.Start Stop
THUR.HHW.Pump 2A Status
THUR.HHW.Pump 2B Status
THUR.HHW.PUMP2A.LOCALREMOTE
THUR.HHW.PUMP2A.Speed
THUR.HHW.PUMP2A.Start Stop
THUR.HHW.PUMP2A.STATUS
THUR.HHW.PUMP2A:FREQ OUTPUT
THUR.HHW.PUMP2A:PCT OUTPUT
THUR.HHW.PUMP2A:POWER
THUR.HHW.PUMP2A:SPEED
THUR.HHW.PUMP2B.LOCALREMOTE
THUR.HHW.PUMP2B.Speed
THUR.HHW.PUMP2B.Start Stop
THUR.HHW.PUMP2B.STATUS
THUR.HHW.PUMP2B.STATUS1
THUR.HHW.PUMP2B.STATUS2
THUR.HHW.PUMP2B:FREQ OUTPUT
THUR.HHW.PUMP2B:PCT OUTPUT
THUR.HHW.PUMP2B:POWER
THUR.HHW.PUMP2B:SPEED
THUR.HHW.STEAMVALVE
THUR.MAIN.DEG DAY
THUR.MAIN.DEG DAY MONTH
THUR.MAIN.DEG DAY YEAR
THUR.MAIN.ENT
THUR.MAIN.HUMIDITY
THUR.MAIN.Outside Air Temp
THUR.MAIN.WBT
THUR.ME-34.HHW VALVE
THUR.ME-34.Hot Water Supply Temp
THUR.ME-34.HWSP
THUR.MEC04.CABNETTEMP
THUR.MU-1.EF15.Start Stop
THUR.MU-1.HHW VALVE
THUR.MU-1.Supply Air Temp
THUR.MU-1.Supply Air Temp Setpoint
THUR.PF-1.NO CHW VALVE
THUR.PF-1.NO HHW VALVE
THUR.PF-1.NO SAT
THUR.PF-1.SA PLENUM PRESS
THUR.PF-1.SF.Start Stop
THUR.PF-1.SF.Status
THUR.PF-1.SO CHW VALVE
THUR.PF-1.SO HHW VALVE
THUR.PF-1.SO SAT
THUR.PF-1.Supply Static Pressure Setpoint
THUR.PF-1.VFD SIG OUT
THUR.PF1.ACD
THUR.PF1.CCO
THUR.PF1.HCO
THUR.PF1.NO CCV
THUR.PF1.NO HCV
THUR.PF1.NO SAS
THUR.PF1.NO SAT
THUR.PF1.NO.CCO
THUR.PF1.NO.HCO
THUR.PF1.SF.Speed
THUR.PF1.SF.Start Stop
THUR.PF1.SF.Status
THUR.PF1.SF.VFD Frequency
THUR.PF1.SF.VFD Speed
THUR.PF1.SFVFD:CURRENT
THUR.PF1.SFVFD:OK.FAULT
THUR.PF1.SFVFD:PCT OUTPUT
THUR.PF1.SFVFD:POWER
THUR.PF1.SO CCV
THUR.PF1.SO HCV
THUR.PF1.SO SAS
THUR.PF1.SO SAT
THUR.PF1.SO.CCO
THUR.PF1.SO.HCO
THUR.PF1.STATUS
THUR.PF1.Supply Static Pressure
THUR.PF1.Supply Static Pressure Setpoint
THUR.PF1.SUPPLYDAMPER
THUR.PF1.SYSTEM ENABLE
THUR.RH2.RM1305.Day Night
THUR.RH2.RM1305.Heat Cool
THUR.RH2.RM1305.RMTV
THUR.RH2.RM1305.Zone Air Temp
THUR.RH2.RM1305:CTL STPT
THUR.RH2.RM1305:CTL TEMP
THUR.RH2.RM1305:FAN
THUR.RH2.RM1305:SUPPLY TEMP
THUR.RH2.RM1305:VLV 1 COMD
THUR.RH2.RM1305:VLV 1 POS
THUR.RH2.RM1305:VLV 2 POS
THUR.RH4.RM1304A.Day Night
THUR.RH4.RM1304A.Heat Cool
THUR.RH4.RM1304A.Zone Air Temp
THUR.RH4.RM1304A:CTL STPT
THUR.RH4.RM1304A:CTL TEMP
THUR.RH4.RM1304A:FAN
THUR.RH4.RM1304A:SUPPLY TEMP
THUR.RH4.RM1304A:VLV 1 COMD
THUR.RH4.RM1304A:VLV 1 POS
THUR.RH4.RM1304A:VLV 2 POS
THUR.RM1308.CCO
THUR.RM1308.CHW VALVE
THUR.RM1308.EF-A FAILURE ALARM
THUR.RM1308.HHW VALVE
THUR.RM1308.PF-1 FAILURE ALARM
THUR.RM1308.ROOM HUM SP
THUR.RM1308.ROOM HUMIDITY
THUR.RM1308.ROOM TEMP
THUR.RM1308.ROOM TEMP SP
THUR.RM1308.Supply Air Temp Setpoint
THUR.RM1308.SYSTEM ENABLE
THUR.RM1308.Zone Air Temp
THUR.RM1310.CCO
THUR.RM1310.CHW VALVE
THUR.RM1310.EF-A FAILURE ALARM
THUR.RM1310.HHW VALVE
THUR.RM1310.PF-1 FAILURE ALARM
THUR.RM1310.ROOM HUM SP
THUR.RM1310.ROOM HUMIDITY
THUR.RM1310.ROOM TEMP
THUR.RM1310.ROOM TEMP SP
THUR.RM1310.Supply Air Temp Setpoint
THUR.RM1310.SYSTEM ENABLE
THUR.RM1310.Zone Air Temp
THUR.RM1312.CCO
THUR.RM1312.CHW VALVE
THUR.RM1312.EF-A FAILURE ALARM
THUR.RM1312.HHW VALVE
THUR.RM1312.PF-1 FAILURE ALARM
THUR.RM1312.ROOM HUM SP
THUR.RM1312.ROOM HUMIDITY
THUR.RM1312.ROOM TEMP
THUR.RM1312.ROOM TEMP SP
THUR.RM1312.Supply Air Temp Setpoint
THUR.RM1312.SYSTEM ENABLE
THUR.RM1312.Zone Air Temp
THUR.RM1313.CLEAN:ACTIVE.NTRAL
THUR.RM1313.CLEAN:ALARM OUT
THUR.RM1313.CLEAN:ALARM STATUS
THUR.RM1313.CLEAN:BUTTON 1
THUR.RM1313.CLEAN:DIFF PRES1
THUR.RM1313.CLEAN:DIFF PRES2
THUR.RM1313.CLEAN:DISPLAY DP1
THUR.RM1313.CLEAN:DISPLAY DP2
THUR.RM1313.CLEAN:DISPLAY WT1
THUR.RM1313.CLEAN:DISPLAY WT2
THUR.RM1313.CLEAN:DO MODE
THUR.RM1313.CLEAN:DOOR ALARM
THUR.RM1313.CLEAN:DOOR POSN
THUR.RM1313.CLEAN:DP1 FAIL
THUR.RM1313.CLEAN:DP1 RAW
THUR.RM1313.CLEAN:DP2 FAIL
THUR.RM1313.CLEAN:DP2 RAW
THUR.RM1313.CLEAN:HI PRES ALM
THUR.RM1313.CLEAN:LO PRES ALM
THUR.RM1313.CLEAN:POS.NEG
THUR.RM1313.DIRTY:ACTIVE.NTRAL
THUR.RM1313.DIRTY:ALARM OUT
THUR.RM1313.DIRTY:ALARM STATUS
THUR.RM1313.DIRTY:DIFF PRES1
THUR.RM1313.DIRTY:DIFF PRES2
THUR.RM1313.DIRTY:DOOR ALARM
THUR.RM1313.DIRTY:DOOR POSN
THUR.RM1313.DIRTY:DP1 FAIL
THUR.RM1313.DIRTY:DP2 FAIL
THUR.RM1313.DIRTY:HI PRES ALM
THUR.RM1313.DIRTY:LO PRES ALM
THUR.RM1313.DIRTY:POS.NEG
THUR.RM1314.CCO
THUR.RM1314.CHW VALVE
THUR.RM1314.EF-B FAILURE ALARM
THUR.RM1314.HHW VALVE
THUR.RM1314.HUM ENABLE
THUR.RM1314.PF-1 FAILURE ALARM
THUR.RM1314.RMTV
THUR.RM1314.ROOM HUM SP
THUR.RM1314.ROOM HUMIDITY
THUR.RM1314.ROOM TEMP
THUR.RM1314.ROOM TEMP SP
THUR.RM1314.Supply Air Temp Setpoint
THUR.RM1314.SYSTEM ENABLE
THUR.RM1314.Zone Air Temp
THUR.ZONE.AC01.RM1100.Day Night
THUR.ZONE.AC01.RM1100.Heat Cool
THUR.ZONE.AC01.RM1100.Zone Air Temp
THUR.ZONE.AC01.RM1100.Zone Supply Air Flow
THUR.ZONE.AC01.RM1100:AI 3
THUR.ZONE.AC01.RM1100:CTL STPT
THUR.ZONE.AC01.RM1100:CTL TEMP
THUR.ZONE.AC01.RM1100:DAY CLG STPT
THUR.ZONE.AC01.RM1100:DAY HTG STPT
THUR.ZONE.AC01.RM1100:DMPR COMD
THUR.ZONE.AC01.RM1100:FLOW
THUR.ZONE.AC01.RM1100:FLOW STPT
THUR.ZONE.AC01.RM1100:NGT OVRD
THUR.ZONE.AC01.RM1100:RM STPT DIAL
THUR.ZONE.AC01.RM1100:STPT DIAL
THUR.ZONE.AC01.RM1100:VLV COMD
THUR.ZONE.AC01.RM1113.Day Night
THUR.ZONE.AC01.RM1113.Heat Cool
THUR.ZONE.AC01.RM1113.Zone Air Temp
THUR.ZONE.AC01.RM1113.Zone Supply Air Flow
THUR.ZONE.AC01.RM1113:AI 3
THUR.ZONE.AC01.RM1113:CTL STPT
THUR.ZONE.AC01.RM1113:CTL TEMP
THUR.ZONE.AC01.RM1113:DAY CLG STPT
THUR.ZONE.AC01.RM1113:DAY HTG STPT
THUR.ZONE.AC01.RM1113:DMPR COMD
THUR.ZONE.AC01.RM1113:FLOW
THUR.ZONE.AC01.RM1113:FLOW STPT
THUR.ZONE.AC01.RM1113:NGT OVRD
THUR.ZONE.AC01.RM1113:RM STPT DIAL
THUR.ZONE.AC01.RM1113:STPT DIAL
THUR.ZONE.AC01.RM1113:VLV COMD
THUR.ZONE.AC01.RM1121.Day Night
THUR.ZONE.AC01.RM1121.Heat Cool
THUR.ZONE.AC01.RM1121.Zone Air Temp
THUR.ZONE.AC01.RM1121.Zone Supply Air Flow
THUR.ZONE.AC01.RM1121:AI 3
THUR.ZONE.AC01.RM1121:CTL STPT
THUR.ZONE.AC01.RM1121:CTL TEMP
THUR.ZONE.AC01.RM1121:DAY CLG STPT
THUR.ZONE.AC01.RM1121:DAY HTG STPT
THUR.ZONE.AC01.RM1121:DMPR COMD
THUR.ZONE.AC01.RM1121:FLOW
THUR.ZONE.AC01.RM1121:FLOW STPT
THUR.ZONE.AC01.RM1121:NGT OVRD
THUR.ZONE.AC01.RM1121:RM STPT DIAL
THUR.ZONE.AC01.RM1121:STPT DIAL
THUR.ZONE.AC01.RM1121:VLV COMD
THUR.ZONE.AC01.RM1127.Day Night
THUR.ZONE.AC01.RM1127.Heat Cool
THUR.ZONE.AC01.RM1127.Zone Air Temp
THUR.ZONE.AC01.RM1127.Zone Supply Air Flow
THUR.ZONE.AC01.RM1127:AI 3
THUR.ZONE.AC01.RM1127:CTL STPT
THUR.ZONE.AC01.RM1127:CTL TEMP
THUR.ZONE.AC01.RM1127:DAY CLG STPT
THUR.ZONE.AC01.RM1127:DAY HTG STPT
THUR.ZONE.AC01.RM1127:DMPR COMD
THUR.ZONE.AC01.RM1127:FLOW
THUR.ZONE.AC01.RM1127:FLOW STPT
THUR.ZONE.AC01.RM1127:NGT OVRD
THUR.ZONE.AC01.RM1127:RM STPT DIAL
THUR.ZONE.AC01.RM1127:STPT DIAL
THUR.ZONE.AC01.RM1127:VLV COMD
THUR.ZONE.AC01.RM1131.Day Night
THUR.ZONE.AC01.RM1131.Heat Cool
THUR.ZONE.AC01.RM1131.Zone Air Temp
THUR.ZONE.AC01.RM1131.Zone Supply Air Flow
THUR.ZONE.AC01.RM1131:AI 3
THUR.ZONE.AC01.RM1131:CTL STPT
THUR.ZONE.AC01.RM1131:CTL TEMP
THUR.ZONE.AC01.RM1131:DAY CLG STPT
THUR.ZONE.AC01.RM1131:DAY HTG STPT
THUR.ZONE.AC01.RM1131:DMPR COMD
THUR.ZONE.AC01.RM1131:FLOW
THUR.ZONE.AC01.RM1131:FLOW STPT
THUR.ZONE.AC01.RM1131:NGT OVRD
THUR.ZONE.AC01.RM1131:RM STPT DIAL
THUR.ZONE.AC01.RM1131:STPT DIAL
THUR.ZONE.AC01.RM1131:VLV COMD
THUR.ZONE.AC01.RM1135.Day Night
THUR.ZONE.AC01.RM1135.Heat Cool
THUR.ZONE.AC01.RM1135.Zone Air Temp
THUR.ZONE.AC01.RM1135.Zone Supply Air Flow
THUR.ZONE.AC01.RM1135:AI 3
THUR.ZONE.AC01.RM1135:CTL STPT
THUR.ZONE.AC01.RM1135:CTL TEMP
THUR.ZONE.AC01.RM1135:DAY CLG STPT
THUR.ZONE.AC01.RM1135:DAY HTG STPT
THUR.ZONE.AC01.RM1135:DMPR COMD
THUR.ZONE.AC01.RM1135:FLOW
THUR.ZONE.AC01.RM1135:FLOW STPT
THUR.ZONE.AC01.RM1135:NGT OVRD
THUR.ZONE.AC01.RM1135:RM STPT DIAL
THUR.ZONE.AC01.RM1135:STPT DIAL
THUR.ZONE.AC01.RM1135:VLV COMD
THUR.ZONE.AC01.RM1151.Day Night
THUR.ZONE.AC01.RM1151.Heat Cool
THUR.ZONE.AC01.RM1151.Zone Air Temp
THUR.ZONE.AC01.RM1151.Zone Supply Air Flow
THUR.ZONE.AC01.RM1151:AI 3
THUR.ZONE.AC01.RM1151:CTL STPT
THUR.ZONE.AC01.RM1151:CTL TEMP
THUR.ZONE.AC01.RM1151:DAY CLG STPT
THUR.ZONE.AC01.RM1151:DAY HTG STPT
THUR.ZONE.AC01.RM1151:DMPR COMD
THUR.ZONE.AC01.RM1151:FLOW
THUR.ZONE.AC01.RM1151:FLOW STPT
THUR.ZONE.AC01.RM1151:NGT OVRD
THUR.ZONE.AC01.RM1151:RM STPT DIAL
THUR.ZONE.AC01.RM1151:STPT DIAL
THUR.ZONE.AC01.RM1151:VLV COMD
THUR.ZONE.AC01.RM1153.Day Night
THUR.ZONE.AC01.RM1153.Heat Cool
THUR.ZONE.AC01.RM1153.Zone Air Temp
THUR.ZONE.AC01.RM1153.Zone Supply Air Flow
THUR.ZONE.AC01.RM1153:AI 3
THUR.ZONE.AC01.RM1153:CTL STPT
THUR.ZONE.AC01.RM1153:CTL TEMP
THUR.ZONE.AC01.RM1153:DAY CLG STPT
THUR.ZONE.AC01.RM1153:DAY HTG STPT
THUR.ZONE.AC01.RM1153:DMPR COMD
THUR.ZONE.AC01.RM1153:FLOW
THUR.ZONE.AC01.RM1153:FLOW STPT
THUR.ZONE.AC01.RM1153:NGT OVRD
THUR.ZONE.AC01.RM1153:RM STPT DIAL
THUR.ZONE.AC01.RM1153:STPT DIAL
THUR.ZONE.AC01.RM1153:VLV COMD
THUR.ZONE.AC01.RM1162.Day Night
THUR.ZONE.AC01.RM1162.Heat Cool
THUR.ZONE.AC01.RM1162.Zone Air Temp
THUR.ZONE.AC01.RM1162.Zone Supply Air Flow
THUR.ZONE.AC01.RM1162:CTL STPT
THUR.ZONE.AC01.RM1162:CTL TEMP
THUR.ZONE.AC01.RM1162:DAY CLG STPT
THUR.ZONE.AC01.RM1162:DAY HTG STPT
THUR.ZONE.AC01.RM1162:DMPR COMD
THUR.ZONE.AC01.RM1162:FLOW
THUR.ZONE.AC01.RM1162:FLOW STPT
THUR.ZONE.AC01.RM1162:NGT OVRD
THUR.ZONE.AC01.RM1162:RM STPT DIAL
THUR.ZONE.AC01.RM1162:STPT DIAL
THUR.ZONE.AC01.RM1162:SUPPLY TEMP
THUR.ZONE.AC01.RM1163.Day Night
THUR.ZONE.AC01.RM1163.Heat Cool
THUR.ZONE.AC01.RM1163.Zone Air Temp
THUR.ZONE.AC01.RM1163.Zone Supply Air Flow
THUR.ZONE.AC01.RM1163:AI 3
THUR.ZONE.AC01.RM1163:CTL STPT
THUR.ZONE.AC01.RM1163:CTL TEMP
THUR.ZONE.AC01.RM1163:DAY CLG STPT
THUR.ZONE.AC01.RM1163:DAY HTG STPT
THUR.ZONE.AC01.RM1163:DMPR COMD
THUR.ZONE.AC01.RM1163:FLOW
THUR.ZONE.AC01.RM1163:FLOW STPT
THUR.ZONE.AC01.RM1163:NGT OVRD
THUR.ZONE.AC01.RM1163:RM STPT DIAL
THUR.ZONE.AC01.RM1163:STPT DIAL
THUR.ZONE.AC01.RM1163:VLV COMD
THUR.ZONE.AC01.RM1165.Day Night
THUR.ZONE.AC01.RM1165.Heat Cool
THUR.ZONE.AC01.RM1165.Zone Air Temp
THUR.ZONE.AC01.RM1165.Zone Supply Air Flow
THUR.ZONE.AC01.RM1165:CTL STPT
THUR.ZONE.AC01.RM1165:CTL TEMP
THUR.ZONE.AC01.RM1165:DAY CLG STPT
THUR.ZONE.AC01.RM1165:DAY HTG STPT
THUR.ZONE.AC01.RM1165:DMPR COMD
THUR.ZONE.AC01.RM1165:FLOW
THUR.ZONE.AC01.RM1165:FLOW STPT
THUR.ZONE.AC01.RM1165:NGT OVRD
THUR.ZONE.AC01.RM1165:RM STPT DIAL
THUR.ZONE.AC01.RM1165:STPT DIAL
THUR.ZONE.AC01.RM1165:SUPPLY TEMP
THUR.ZONE.AC01.RM1202.Day Night
THUR.ZONE.AC01.RM1202.Heat Cool
THUR.ZONE.AC01.RM1202.Zone Air Temp
