AMRL.AHU.AHU01.Run Status
AMRL.HHW.B1.Start Stop
AMRL.HHW.BLRCall
AMRL.HHW.BLRMINON
AMRL.HHW.BLRMINONSEC
AMRL.HHW.Building Hot Water Return Temp
AMRL.HHW.Building Hot Water Supply Temp
AMRL.HHW.MAXVLV
AMRL.HHW.PUMP1.Start Stop
AMRL.HHW.VLVCALL
AMRL.ZONE.AHU01.RM1100C.Zone Air Temp
AMRL.ZONE.AHU01.RM1115.Zone Air Temp
AMRL.ZONE.AHU01.RM1119.Zone Air Temp
AMRL.ZONE.AHU01.RM1123.Zone Air Temp
AMRL.ZONE.AHU01.RM1126.Zone Air Temp
AMRL.ZONE.AHU01.RM1127.Zone Air Temp
AMRL.ZONE.AHU01.RM1128.Zone Air Temp
AMRL.ZONE.MAU1.RM1100C.Day Night
AMRL.ZONE.MAU1.RM1100C.Heat Cool
AMRL.ZONE.MAU1.RM1100C.RMTV
AMRL.ZONE.MAU1.RM1100C:AUX TEMP
AMRL.ZONE.MAU1.RM1100C:CTL STPT
AMRL.ZONE.MAU1.RM1100C:CTL TEMP
AMRL.ZONE.MAU1.RM1100C:DAY CLG STPT
AMRL.ZONE.MAU1.RM1100C:DAY HTG STPT
AMRL.ZONE.MAU1.RM1100C:DI 2
AMRL.ZONE.MAU1.RM1100C:DI 3
AMRL.ZONE.MAU1.RM1100C:FAN
AMRL.ZONE.MAU1.RM1100C:NGT CLG STPT
AMRL.ZONE.MAU1.RM1100C:NGT HTG STPT
AMRL.ZONE.MAU1.RM1100C:RM STPT DIAL
AMRL.ZONE.MAU1.RM1100C:STPT DIAL
AMRL.ZONE.MAU1.RM1100C:VLV 1 COMD
AMRL.ZONE.MAU1.RM1100C:VLV 1 POS
AMRL.ZONE.MAU1.RM1100C:VLV 2 COMD
AMRL.ZONE.MAU1.RM1100C:VLV 2 POS
AMRL.ZONE.MAU1.RM1115.Day Night
AMRL.ZONE.MAU1.RM1115.Heat Cool
AMRL.ZONE.MAU1.RM1115.RMTV
AMRL.ZONE.MAU1.RM1115:AUX TEMP
AMRL.ZONE.MAU1.RM1115:CTL STPT
AMRL.ZONE.MAU1.RM1115:CTL TEMP
AMRL.ZONE.MAU1.RM1115:DAY CLG STPT
AMRL.ZONE.MAU1.RM1115:DAY HTG STPT
AMRL.ZONE.MAU1.RM1115:DI 2
AMRL.ZONE.MAU1.RM1115:DI 3
AMRL.ZONE.MAU1.RM1115:FAN
AMRL.ZONE.MAU1.RM1115:NGT CLG STPT
AMRL.ZONE.MAU1.RM1115:NGT HTG STPT
AMRL.ZONE.MAU1.RM1115:RM STPT DIAL
AMRL.ZONE.MAU1.RM1115:STPT DIAL
AMRL.ZONE.MAU1.RM1115:VLV 1 COMD
AMRL.ZONE.MAU1.RM1115:VLV 2 COMD
AMRL.ZONE.MAU1.RM1119.Day Night
AMRL.ZONE.MAU1.RM1119.Heat Cool
AMRL.ZONE.MAU1.RM1119.RMTV
AMRL.ZONE.MAU1.RM1119:AUX TEMP
AMRL.ZONE.MAU1.RM1119:CTL STPT
AMRL.ZONE.MAU1.RM1119:CTL TEMP
AMRL.ZONE.MAU1.RM1119:DAY CLG STPT
AMRL.ZONE.MAU1.RM1119:DAY HTG STPT
AMRL.ZONE.MAU1.RM1119:DI 2
AMRL.ZONE.MAU1.RM1119:DI 3
AMRL.ZONE.MAU1.RM1119:FAN
AMRL.ZONE.MAU1.RM1119:NGT CLG STPT
AMRL.ZONE.MAU1.RM1119:NGT HTG STPT
AMRL.ZONE.MAU1.RM1119:RM STPT DIAL
AMRL.ZONE.MAU1.RM1119:STPT DIAL
AMRL.ZONE.MAU1.RM1119:VLV 1 COMD
AMRL.ZONE.MAU1.RM1120.Day Night
AMRL.ZONE.MAU1.RM1120.Heat Cool
AMRL.ZONE.MAU1.RM1120.RMTV
AMRL.ZONE.MAU1.RM1120.Zone Air Temp
AMRL.ZONE.MAU1.RM1120:AUX TEMP
AMRL.ZONE.MAU1.RM1120:CTL STPT
AMRL.ZONE.MAU1.RM1120:CTL TEMP
AMRL.ZONE.MAU1.RM1120:DAY CLG STPT
AMRL.ZONE.MAU1.RM1120:DAY HTG STPT
AMRL.ZONE.MAU1.RM1120:DI 2
AMRL.ZONE.MAU1.RM1120:DI 3
AMRL.ZONE.MAU1.RM1120:FAN
AMRL.ZONE.MAU1.RM1120:NGT CLG STPT
AMRL.ZONE.MAU1.RM1120:NGT HTG STPT
AMRL.ZONE.MAU1.RM1120:RM STPT DIAL
AMRL.ZONE.MAU1.RM1120:STPT DIAL
AMRL.ZONE.MAU1.RM1120:VLV 1 COMD
AMRL.ZONE.MAU1.RM1120:VLV 2 COMD
AMRL.ZONE.MAU1.RM1123.Day Night
AMRL.ZONE.MAU1.RM1123.Heat Cool
AMRL.ZONE.MAU1.RM1123.HYALRM
AMRL.ZONE.MAU1.RM1123.RMTV
AMRL.ZONE.MAU1.RM1123:AUX TEMP
AMRL.ZONE.MAU1.RM1123:CTL STPT
AMRL.ZONE.MAU1.RM1123:CTL TEMP
AMRL.ZONE.MAU1.RM1123:DAY CLG STPT
AMRL.ZONE.MAU1.RM1123:DAY HTG STPT
AMRL.ZONE.MAU1.RM1123:DI 2
AMRL.ZONE.MAU1.RM1123:DI 3
AMRL.ZONE.MAU1.RM1123:FAN
AMRL.ZONE.MAU1.RM1123:NGT CLG STPT
AMRL.ZONE.MAU1.RM1123:NGT HTG STPT
AMRL.ZONE.MAU1.RM1123:RM STPT DIAL
AMRL.ZONE.MAU1.RM1123:VLV 1 COMD
AMRL.ZONE.MAU1.RM1123:VLV 2 COMD
AMRL.ZONE.MAU1.RM1126.Day Night
AMRL.ZONE.MAU1.RM1126.Heat Cool
AMRL.ZONE.MAU1.RM1126.RMTV
AMRL.ZONE.MAU1.RM1126:AUX TEMP
AMRL.ZONE.MAU1.RM1126:CTL STPT
AMRL.ZONE.MAU1.RM1126:CTL TEMP
AMRL.ZONE.MAU1.RM1126:DAY CLG STPT
AMRL.ZONE.MAU1.RM1126:DAY HTG STPT
AMRL.ZONE.MAU1.RM1126:DI 2
AMRL.ZONE.MAU1.RM1126:DI 3
AMRL.ZONE.MAU1.RM1126:FAN
AMRL.ZONE.MAU1.RM1126:NGT CLG STPT
AMRL.ZONE.MAU1.RM1126:NGT HTG STPT
AMRL.ZONE.MAU1.RM1126:RM STPT DIAL
AMRL.ZONE.MAU1.RM1126:VLV 1 COMD
AMRL.ZONE.MAU1.RM1126:VLV 2 COMD
AMRL.ZONE.MAU1.RM1127.Day Night
AMRL.ZONE.MAU1.RM1127.Heat Cool
AMRL.ZONE.MAU1.RM1127.HYALRM
AMRL.ZONE.MAU1.RM1127.RMTV
AMRL.ZONE.MAU1.RM1127:AUX TEMP
AMRL.ZONE.MAU1.RM1127:CTL STPT
AMRL.ZONE.MAU1.RM1127:CTL TEMP
AMRL.ZONE.MAU1.RM1127:DAY CLG STPT
AMRL.ZONE.MAU1.RM1127:DAY HTG STPT
AMRL.ZONE.MAU1.RM1127:DI 2
AMRL.ZONE.MAU1.RM1127:DI 3
AMRL.ZONE.MAU1.RM1127:FAN
AMRL.ZONE.MAU1.RM1127:NGT CLG STPT
AMRL.ZONE.MAU1.RM1127:NGT HTG STPT
AMRL.ZONE.MAU1.RM1127:RM STPT DIAL
AMRL.ZONE.MAU1.RM1127:VLV 1 COMD
AMRL.ZONE.MAU1.RM1127:VLV 2 COMD
AMRL.ZONE.MAU1.RM1128.Day Night
AMRL.ZONE.MAU1.RM1128.Heat Cool
AMRL.ZONE.MAU1.RM1128.RMTV
AMRL.ZONE.MAU1.RM1128:AUX TEMP
AMRL.ZONE.MAU1.RM1128:CTL STPT
AMRL.ZONE.MAU1.RM1128:CTL TEMP
AMRL.ZONE.MAU1.RM1128:DAY CLG STPT
AMRL.ZONE.MAU1.RM1128:DAY HTG STPT
AMRL.ZONE.MAU1.RM1128:DI 2
AMRL.ZONE.MAU1.RM1128:DI 3
AMRL.ZONE.MAU1.RM1128:FAN
AMRL.ZONE.MAU1.RM1128:NGT CLG STPT
AMRL.ZONE.MAU1.RM1128:NGT HTG STPT
AMRL.ZONE.MAU1.RM1128:RM STPT DIAL
AMRL.ZONE.MAU1.RM1128:VLV 1 COMD
AMRL.ZONE.MAU1.RM1128:VLV 2 COMD
